day,time,type,title,abstract,author,affiliation,slides,youtube
4,10:00 AM,opening-remarks,Opening Remarks,,Timothy Tsai,Harvard University,,
4,10:10 AM,keynote,"Keynote \n ### Would John, Paul, George or Ringo have been famous if it were not for The Beatles","The Beatles rose to music fame in the 1960's and became a worldwide phenomenon. With millions of screaming fans and selling over 600 million records, they are often cited as one of the most influential rock bands in history. One reason for their fame was their ability to communicate in the middle of songs without using words and without missing a single beat. This led me to consider some of the best collaborations I have been a part of, which are those where the team is in complete alignment and information flows easily from one team member to another. As analysts, it is our job to enhance the ability of teams to communicate with the best tool at our disposal; graphics. Just like Paul and John, our graphics need to communicate without speaking to convey information and help teams make critical decisions about clinical trials. 

Novartis leverages the potential of R - Shiny to develop interactive tools that engage users to explore their clinical trial data with ease. Although several programs have been impacted with this technology, the goal of reaching the entire drug development portfolio is still a work in progress. This talk will describe our experiences with R - Shiny with some examples. Finally, it should be stressed that creating effective Shiny Apps requires thought, as well as adherence to strong graphical principles. In this vein, we will provide and describe our Graphical Principles Cheat Sheet(TM) that covers many aspects and considerations one should follow when devising either static or dynamic graphics.",Douglas Robinson,Novartis,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Robinson-Would_John_Paul_George_Ringo_Have_Been_Famous_Without_Beatles.pdf,https://youtu.be/y52P2dcug7M
4,10:50 AM,coffee,Break,,,,,
4,11:00 AM,talk,Julia in Pharma,"Julia is a modern programming language that provides the ease of use of R with the speed of C++. Julia has been in development for over 11 years. Research on Julia originated at MIT in 2009.  Julia is powered by multiple dispatch - a generalization of both, object oriented programming and functional programming. Julia's multiple dispatch makes it easy to write programs at a high level of abstraction while simultaneously getting high performance. This has led to Julia being used by over 10,000 companies and 1,500 universities worldwide.

Pumas, developed in Julia, integrates mechanistic pharmacometric models with Scientific Machine Learning and neural networks. In a recent case study, we demonstrated 175x speedup for a QSP workload. Pumas is designed for every type of analysis scientists perform throughout the drug development lifecycle in one seamless environment. Leveraging Julia's parallel capabilities, Pumas leverages distributed computing and GPUs and runs on the cloud through the JuliaHub platform. These workflows leverage the Julia's database, statistics, and visualization functionality in a single package.
",Viral B. Shah // Vijay Ivaturi,Julia Computing // Pumas-AI,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Shah-Julia_in_Pharma.pdf,https://youtu.be/kPcJ4Xqxrf8
4,11:20 AM,talk,Seamless Visualisation of Complex Genomic Variations in GMOs and Edited Cell Lines Using gmoviz,"Genetically modified organisms (GMOs) and cell lines are widely used models to estimate the efficacy of drugs and understand mechanism of actions in biopharmaceutical research. As part of characterising these models, DNA sequencing technology and bioinformatics analyses are used systematically to study their genomes. Therefore, large volumes of data are generated and various algorithms are applied to analyse this data, which introduces a challenge on representing all findings in an informative and concise manner. Scientific visualisation can be used to facilitate the explanation of complex genomic editing events such as integration events, deletions, insertions, etc. However, current visualization tools tend to focus on numerical data, ignoring the need to visualise editing events on a larger yet biologically-relevant scale. Thus, we have developed gmoviz, an R package designed to extend traditional bioinformatics workflows used for genomic characterization with powerful visualization capabilities based on the Circos plotting framework. The circular layout used in gmoviz's plots enables users to succinctly display genome-wide information about complex genomic editing events along with contextual biological information to improve the interpretation of findings. The gmoviz package has been developed by utilizing the many features of the Bioconductor ecosystem in order to support several genomic file formats and to seamlessly generate publication-quality figures.  Finally, a complex transgenic mouse model, which harbours human gene knock-in, gene knock-outs, segmental insertion, deletion and concatemerisation events, has been used to illustrate the functionality of gmoviz.",Kathleen Zeglinski,csl,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Zeglinski-gmoviz.pptx,https://youtu.be/0RAvTYaZ4io
4,11:30 AM,talk,Using R Markdown to Generate Clinical Trials Summary Reports,"The scope of the paper is to show how to produce a statistical summary report along with explanatory text using R Markdown in RStudio. Programmers write a lot of reports that describe the results of data analyses. There should be a clear and automatic path from data and code to the final report. R Markdown is ideal for this as it is a system for combining code and text into a single document. It is also an efficient, user-friendly tool for producing reports that do not need constant updating. RStudio is often used in the Pharmaceutical and Healthcare industries for analysis and data visualization, and the R Markdown tool can also be leveraged for creating reports and datasets for submission to regulatory agencies.
 
 This paper presents an RStudio program that demonstrates how to use R Markdown to generate a statistical table showing adverse events (AE) by system organ class (or preferred term) and severity grade along with text that explains the table. Collecting AE data and performing analysis of AEs is a common and critical part of Clinical Trials. A well-developed reporting system such as one generated with R Markdown, provides a solid foundation and an efficient approach towards a better understanding of what the data represent.",Radhika Etikala // Xuehan Zhang (Emily),Statistical Center for HIV/AIDS Research & Prevention (SCHARP) at Fred Hutchinson Cancer Research Center // Statistical Center for HIV/AIDS Research & Prevention (SCHARP) at Fred Hutchinson Cancer Research Center,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Etikala-R_Markdown_Clinical_Trial_Summary_Reports.pptx,https://youtu.be/vpHJuWkdahc
4,11:40 AM,talk,Reproducible computation at scale in R with targets,"Data science can be slow. A single round of statistical computation can take several minutes, hours, or even days to complete. The targets R package keeps results up to date and reproducible while minimizing the number of expensive tasks that actually run. The targets package learns how your pipeline fits together, skips costly runtime for steps that are already up to date, runs the rest with optional implicit parallel computing, abstracts files as R objects, and shows tangible evidence that the output matches the underlying code and data. In other words, the package saves time while increasing our ability to trust the conclusions of the research. In addition, it surpasses the most burdensome permanent limitations of its predecessor, drake, to achieve greater efficiency and provide a safer, smoother, friendlier user experience. This talk debuts targets with an example COVID-19 clinical trial simulation study.",Will Landau,Eli Lilly and Company,https://wlandau.github.io/rpharma2020/#1,https://youtu.be/GRqKJBaC5g4
4,11:50 AM,talk,Building and Managing Unified R Environments for Data Science and Software Development,"R and Biocondutor are important tools supporting scientific workflows across early Research and Development at Roche/Genentech. We have a broad R users community, which includes Data Scientists, Software Developers and consumers of Data Products developed with R. The presentation will explain the guiding principles behind the creation and management of computational environments for Research. The first part will show how we provide shared R environments, which enable result reproducibility and provide access to custom compute resources for interactive data analysis workflows. While the second part will demonstrate how we create corresponding environments for software development, including a brief overview of the tooling and infrastructure, which streamlines the development, testing and deployment of R packages and Shiny applications.",Dariusz Ratman,Roche,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Ratman-Unified_R_Environments.pdf,https://youtu.be/H8kG6RZsXFY
4,12:00 PM,coffee,Break,,,,,
4,12:20 PM,talk,Automated Data-Adaptive Analytics to Improve Robustness of Confounding Control when Estimating Treatment Effects in Electronic Healthcare Databases,"Routinely-collected healthcare databases generated from insurance claims and electronic health records have tremendous potential to provide information on the real-world effectiveness and safety of medical products. However, unmeasured confounding stemming from non-randomized treatments and poorly measured comorbidities remains the greatest obstacle to utilizing these data sources for real-world evidence generation. To reduce unmeasured confounding, data-driven algorithms can be used to leverage the large volume of information in healthcare databases to identify proxy variables for confounders that are either unknown to the investigator or not directly measured in these data sources (proxy confounder adjustment). Evidence has shown that data-driven algorithms for proxy confounder adjustment can supplement investigator-specified variables to improve confounding control compared to adjustment based on investigator-specified variables alone. Consequently, there has been a recent explosion in the development of data-driven methods for high-dimensional proxy confounder adjustment. In this talk, I will discuss recent advancements in data-driven methods for high-dimensional proxy confounder adjustment and their implementation within the R computing environment. I will discuss challenges in assessing the validity of alternative analytic choices to tailor analyses to the given study to improve validity and robustness when estimating treatment effects in healthcare databases.",Richard Wyss,Brigham and Women's Hospital and Harvard Medical School,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Wyss-Automated_Data_Adaptive_Analytics.pdf,https://youtu.be/-2YpaSgEBmw
4,12:40 PM,talk,r2rtf - a Lightweight R Package to Produce Tables and Figures in RTF Format,"The use of open-source R is evolving in drug discovery, research and development for study design, data analysis, visualization, and report generation in the pharmaceutical industry. The ability to produce tables, listings and figures (TLFs) in customized rich text format (RTF) using R is crucial to enhance the workflow of using Microsoft Word to assemble analysis results. We developed an R package, r2rtf, that standardizes the approach to generate highly customized TLFs in RTF format. The r2rtf package provides flexibility to customize table appearance for table title, subtitle, column header, footnote, and data source. The table size, border type, color, and line width can be adjusted in each cell as well as column width, row height, text format, font size, text color, alignment, etc. The control of the format can be row or column vectorized by leveraging the vectorization in R. Furthermore, r2rtf provides pagination, section grouping, multiple tables concatenations for complicated table layouts. In this paper, we provide an overview r2rtf workflow with examples for both required and optional easy-to-use functions. Code examples are provided to create customized RTF tables and figures with highlighted features. The open-source r2rtf R package is available at: https://github.com/Merck/r2rtf.",Yilong Zhang // Siruo Wang // Simiao Ye // Madhusudhan Ginnaram // Keaven M. Anderson,"Merck & Co. // Johns Hopkins Bloomberg School of Public Health, MD, USA // Merck & Co. // Merck & Co. // Merck & Co.",https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Zhang-r2rtf.pdf,https://youtu.be/MNdMME66xBw
4,12:50 PM,talk,Subgroup Benchmarking Framework,"Identification of subgroups with increased or decreased treatment effect is a challenging topic with several traps and pitfalls. In this project, we would like to establish good practices for subgroup identification, by building a simulation platform that allows for assessment and comparison of different quantitative subgroup identification strategies. Based on that we would like to provide guidance on different technical approaches. In addition, we would like to provide guidance on a recommended workflow for subgroup identification efforts to ensure best practices are used.",Sophie Sun,Novartis,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Sun-Subgroup_Benchmarking.pdf,https://youtu.be/6CBxoxECihs
4,1:00 PM,talk,The *See*-Value App: Visual Decision Making for Drug Development,"Statistical graphics play an important role in exploratory data analysis, model checking and diagnostics. The lineup protocol (Buja et. al 2009) enables statistical significance testing using visualizations, bridging the gap between exploratory and inferential statistics. We created an R-shiny App that facilitates the user to generate these lineups by using preloaded examples or by uploading their own data. The user can then act as a human judge to select the plot which he/she think has the real data and see if a correct choice is made. If a correct choice is made, it would be enough evidence to believe that the real plot is significantly different from the ""null"" plots. The app also calculates the ""see""-value based on the selections made by multiple independent users which can be used to decide statistical significance. The app supports different types of analysis using continuous, binary or time-to-event response and continuous or categorical predictors.",Hannah Diehl // Andy Stein // Niladri Roy Chowdhury // Tamara Broderick,MIT // Novartis // Novartis // MIT,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Diehl-See_Value_App.pdf,https://youtu.be/Bnkxf0ceD5c
4,1:10 PM,coffee,Break,,,,,
4,1:20 PM,talk,It's a trap! A data science case story,"Predictive modeling is a powerful tool, which amongst other things can be applied for prioritising drug candidates. Limiting the search space needed for target exploration, can reduce costs markedly partly eliminating lab time and expensive kits. Predictive modeling is however not without pitfalls... In this short talk, I will present a (fictive) data science case story, outlining one major challenge in predictive modeling, while demonstrating how to address said challenge.",Leon Eyrich Jessen,"Department of Health Technology, Section for Bioinformatics, Technical University of Denmark",https://rpubs.com/leonjessen/rpharma2020,https://youtu.be/t2OaQ9jkQ08
4,1:40 PM,talk,X-Omics Platform,"Introduction to the X-Omics Platform (XOP), a digital biomarker research platform for bioinformaticians and other scientist at Merck KGaA. XOP is a validated system for storing, processing, and analyzing ""omics"" data, including RNASeq, DNASeq (whole-exome and whole-genome), digital pathology datasets, and eventually proteomics and other datatypes.",Stefan Pinkert,Merck,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Pinkert-X_Omics_Platform.pdf,https://youtu.be/5mLkY046RKg
4,1:50 PM,talk,RStudio Pharma Updates,RStudio will share a number of exciting product updates specifically built for pharmaceutical companies,Sean Lopp,Rstudio,https://github.com/rinpharma/2020_presentations/tree/master/talks_folder/2020-Lopp-RStudio_Pharma_Updates.pdf,https://youtu.be/5BpvwgbzHLo
4,2:00 PM,closing-remarks,Closing Remarks,,Joseph Rickert,R Consortium,,
